address,classification,details,fone,link,name,position,has_instagram,has_facebook,facebook_link,instagram_link,link_problem,instagram_link_problem,instagram_posts,instagram_followers,instagram_following,instagram_page_name,instagram_bio_text,instagram_bio_link,instagram_username,facebook_link_problem,facebook_page_name,facebook_page_user,check-ins,about_content,facebook_followers,facebook_likes,library_ads_url,active_ads,ads_page_problem,created_in
"Av. Visc. de Guarapuava, 2764 - Sala 1006","5,0",Psiquiatra,,http://www.clinicaequilibrioebemestar.com.br/,Clínica Equilíbrio & Bem-Estar,1,True,True,https://www.facebook.com/equilibrioebemestarcuritiba/,https://www.instagram.com/equilibrio_e_bem_estar_cwb,,,15,216,334,Equilíbrio & Bem Estar,Clínica Médica Psiquiatria - Psicologia - CMA - Estética Responsável Técnico Dr. Thiago Cabral Pereira CRM/PR 36.295,https://l.instagram.com/?u=http%3A%2F%2Fwww.equilibrioebemestar.med.br%2F&e=ATMPCJQCS2D4ysjt1abJ4OglOmp3lM6ySMjbSJOVZxkd5xrjeQl8LoE21isN-TeIPlnsk4fV_DEZnsLw&s=1,equilibrio_e_bem_estar_cwb,True,Clinica Médica Equilíbrio & Bem Estar - Curitiba/PR,@equilibrioebemestarcuritiba,72,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">Sobre<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/equilibrioebemestarcuritiba/about/"">Ver tudo</a></span><div class=""_3s3-""></div></div><div><div class=""_5bl1 _4nq9""><a ajaxify=""/places/map/?id=1962259357358452&amp;zoom=15"" href=""#"" rel=""dialog"" role=""button""><div aria-label=""Anexo de mapa"" class=""_4j7v _5bld""><img alt="""" class=""_a3f img"" height=""98"" src=""https://external.fbfh1-1.fna.fbcdn.net/static_map.php?v=1021&amp;osm_provider=2&amp;size=306x98&amp;zoom=15&amp;markers=-25.43636685%2C-49.26850882&amp;language=pt_BR"" width=""306""/><span id=""u_0_o""><div class=""uiPopover _6a _6b""><a aria-haspopup=""menu"" class=""_6vtv _64tw _p"" href=""#"" role=""button""><div class=""_6vtw""><i alt="""" aria-label=""Ver informações do mapa"" class=""img sp_fGmlgcv6HUN sx_bacd54""></i></div></a></div></span></div></a></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/vfXKA62x4Da.png""/></div><div class=""_4bl9""><div class=""_2wzd"">Av. Visconde de Guarapuava, 2764 - Sala 1005/1006 - Centro (0,34 km)<br/> 80010-000 Curitiba</div><div id=""u_0_p""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fshare.here.com%2Fr%2Fmylocation%2Fe-eyJuYW1lIjoiQ2xpbmljYSBNXHUwMGU5ZGljYSBFcXVpbFx1MDBlZGJyaW8gJiBCZW0gRXN0YXIgLSBDdXJpdGliYVwvUFIiLCJhZGRyZXNzIjoiQXYuIFZpc2NvbmRlIGRlIEd1YXJhcHVhdmEsIDI3NjQgLSBTYWxhIDEwMDVcLzEwMDYgLSBDZW50cm8sIEN1cml0aWJhIiwibGF0aXR1ZGUiOi0yNS40MzYzNjY4NSwibG9uZ2l0dWRlIjotNDkuMjY4NTA4ODE3Nzc3LCJwcm92aWRlck5hbWUiOiJmYWNlYm9vayIsInByb3ZpZGVySWQiOjE5NjIyNTkzNTczNTg0NTJ9%3Flink%3Daddresses%26fb_locale%3Dpt_BR%26ref%3Dfacebook&amp;h=AT2ueyOrCg4kRVMgVmA3jaAjzCrmMrSqWPI2jUzjWZEH65sTiNbZXlmp2mLmAXEMj6X81CT85oqv6rEo91CDHA8n64nMUELRqc5BX-P630XshMWL6s9k_pHo5Gll9TK1rpPRAQXSM33MYQ"" rel=""noopener nofollow"" target=""_blank"">Como chegar</a></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 99242-5052</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_q""><div id=""u_0_r""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.equilibrioebemestar.med.br%2F&amp;h=AT1ojCIGiapyStPWEN85V_KR2tB2P3GN6It7oVb0K6oAoH2_Llx4nv3wqA_YPH2oSihWd6hPacH_hkTLgxEUy9OiQSqT4sSrOd8TEe4v1Tpg9SKy12zaqIssZNVe-_gfKLmBrLsCxeMqpA"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.equilibrioebemestar.med.br%2F&amp;h=AT2LqKMbsJLqZOwjusgjWwI57nwRTRBCxcyGXgmoJPowrO_c_wSncOEgGtSzWuMTm2sU16MQyfRf7GHJKp4qf3RT-5pvseaWWutGEC0vWpIcSSsPWpwYoOIFTt6b3BAi2ssjRjd99HqGCoGC"" rel=""noopener nofollow"" target=""_blank"">www.equilibrioebemestar.med.br</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FServi%25C3%25A7os%2Bm%25C3%25A9dicos%2Fkeywords_pages&amp;ref=page_about_category&amp;f=Abr52Nz6nve_W7-PY1TMgP9nFDz3cyCPE967XGSkGdZQ3EIulBs3m-kiH3maKuUNMFHGR7OCVe-JKc49Umz2X1T9FNoqhHMnsp30-AHNgibfSfVjn0gi-zprT3y8es0yaBM"">Serviços médicos</a> · <a href=""/search/?bqf=str%2FPsicologista%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbrAfRFaGvF6day26TuZZGWTziy_PTZIz2PLdBAfSafXbuQqKH0mnStMYm7CuzuiIl2ReIq1wuaMiy_ncHw123h7Zp1fhEyuaikNLy02J-zGWw"">Psicologista</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Horário: </div><div><span class=""_14-3"">Sempre aberto</span></div></div></div></div></div>",906,901,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=1962259357358452&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,0,True,2017-12-13 00:00:00
"R. Pedro Gusso, 3472","4,0",Clínica odontológica,,http://www.dentalfamilyortodontia.com.br/,Dental Family Clínica Odontológica,2,False,False,,,,,,,,,,,,,,,,,,,,,,
"Av. do Batel, 1889","3,5",Hospital particular,,http://www.hospitalsantacruz.com/,Hospital Santa Cruz,3,True,True,https://www.facebook.com/hospitalsantacruz/,https://www.instagram.com/hospitalsantacruz/,,,545,11100,4520,Hospital Santa Cruz,Bem-vindo! Acompanhe nosso hospital por aqui. Diretor Técnico Médico: Dr. Williams Zanatta - CRM 7580- PR,https://l.instagram.com/?u=https%3A%2F%2Flinktr.ee%2Fhospitalsantacruz&e=ATOMR-o2jZomewqx6Y0U_ruD-yzkAkAmhPImy-AUsTFuh6LW887IjggxadhzeU-Cagf0nwrxCBoYy0Z0&s=1,hospitalsantacruz,True,Hospital Santa Cruz,@hospitalsantacruz,100771,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">Sobre<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/hospitalsantacruz/about/"">Ver tudo</a></span><div class=""_3s3-""></div></div><div><div class=""_5bl1 _4nq9""><a ajaxify=""/places/map/?id=147706845295046&amp;zoom=15"" href=""#"" rel=""dialog"" role=""button""><div aria-label=""Anexo de mapa"" class=""_4j7v _5bld""><img alt="""" class=""_a3f img"" height=""98"" src=""https://external.fbfh1-1.fna.fbcdn.net/static_map.php?v=1021&amp;osm_provider=2&amp;size=306x98&amp;zoom=15&amp;markers=-25.44467695%2C-49.29081758&amp;language=pt_BR"" width=""306""/><span id=""u_0_o""><div class=""uiPopover _6a _6b""><a aria-haspopup=""menu"" class=""_6vtv _64tw _p"" href=""#"" role=""button""><div class=""_6vtw""><i alt="""" aria-label=""Ver informações do mapa"" class=""img sp_fGmlgcv6HUN sx_bacd54""></i></div></a></div></span></div></a></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/vfXKA62x4Da.png""/></div><div class=""_4bl9""><div class=""_2wzd"">Avenida Do Batel 1889 (2,37 km)<br/> 80420090 Curitiba</div><div id=""u_0_p""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fshare.here.com%2Fr%2Fmylocation%2Fe-eyJuYW1lIjoiSG9zcGl0YWwgU2FudGEgQ3J1eiIsImFkZHJlc3MiOiJBdmVuaWRhIERvIEJhdGVsIDE4ODksIEN1cml0aWJhIiwibGF0aXR1ZGUiOi0yNS40NDQ2NzY5NTMxMjUsImxvbmdpdHVkZSI6LTQ5LjI5MDgxNzU4MTI1LCJwcm92aWRlck5hbWUiOiJmYWNlYm9vayIsInByb3ZpZGVySWQiOjE0NzcwNjg0NTI5NTA0Nn0%3D%3Flink%3Daddresses%26fb_locale%3Dpt_BR%26ref%3Dfacebook&amp;h=AT1gaFhttwE3warwRMzOsNfdSOj4En6SP2laahunELU-mVa7bTcez0dMvDYxjEPTK26_0HhGRVu1tFYnCkdXwh_9XBQaXAvNZJUx4EcQxu984VCsgozqcUfvfAojO-SKpUXh3WBVvcYfOg"" rel=""noopener nofollow"" target=""_blank"">Como chegar</a></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 3312-3000</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_q""><div id=""u_0_r""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.hospitalsantacruz.com%2F&amp;h=AT2McRn063nL_4JiY5LjZRmRyUfDYWELwI50qtne-y0LbzI_qVnr7Wh-GTUHfGDjsf-w4jS7JJGsmDnoe0SjgilngIky2vkbMAFEcQWsV3L6__1iA8vUet7eJcdhnjWDaZq-NrRJpmksXw"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.hospitalsantacruz.com%2F&amp;h=AT00Z8vngo7NyDUGe6uOxNRw1CqI0nEqsjBotkhRMxdHgvdEl71wgVt4pJIenzkLL1A8w3i75tIPv-pQMVCbR2NjZlUDXeogWO2lGHoetzO-DKMESmXbxP1fvBc_npEYCXySXbCOIjtif--A"" rel=""noopener nofollow"" target=""_blank"">www.hospitalsantacruz.com</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FHospital%2Fkeywords_pages&amp;ref=page_about_category&amp;f=Abr76ealIBwOBc1XZSBdV4yqDMCSPdi4nC-3ptDPiwZNzC-VMqK87Fxcondna-eLaLJ4CyR24m3p1CVnktaok2ojqbD4lfIXor2vRKFk7yG5Zg"">Hospital</a> · <a href=""/search/?bqf=str%2FPronto-atendimento%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbphtB_ltCniLQboyTwhJCURPcnIhCmoJT-vQz0z0bO_49ZqfHR8jQmhOPnyRhmabWEOvbgtxHSkcn6KjV7Pkf2YaRRNB0vMYV4CJ3BmYiTKc6aJNROasLkAS49H2WACBS8"">Pronto-atendimento</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/4h6_6JNubl-.png""/></div><div class=""_4bl9""><div>Faixa de preço $$$$</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Horário: </div><div><span class=""_14-3"">Sempre aberto</span></div></div></div></div><div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/BNpxrAiAs8O.png""/></div><div class=""_4bl9""><div>Horários populares</div></div></div></div><div class=""_3zsv""><div class=""_5x_j _4-u2 _4-u8""><div class=""_5x_k _2pid _4-u3""><ul class=""_5x_u uiList _4ki _509-""><li class=""_5x_o"">Seg</li><li class=""_5x_o"">Ter</li><li class=""_5x_o"">Qua</li><li class=""_5x_o _5x_r"">Qui</li><li class=""_5x_o"">Sex</li><li class=""_5x_o"">Sáb</li><li class=""_5x_o"">Dom</li></ul><ul class=""_5x_n uiList _4ki _509-""><li class=""_5x_l""><div class=""_5x_m"" style=""height: 25.518%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_5"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""5AM - 6AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 54.1868%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_6"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""6AM - 7AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 71.2177%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_7"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""7AM - 8AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 79.3926%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_8"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""8AM - 9AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 93.0457%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_9"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""9AM - 10AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 99.2336%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_a"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""10AM - 11AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 91.8535%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_b"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""11AM - 12PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 86.6591%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_c"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""12PM - 1PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 86.3752%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_d"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""1PM - 2PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 88.7028%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_e"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""2PM - 3PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 88.8447%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_f"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""3PM - 4PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 84.1328%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_g"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""4PM - 5PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 75.8728%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_h"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""5PM - 6PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 78.541%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_i"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""6PM - 7PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 91.2007%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_j"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""7PM - 8PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 100%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_k"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""8PM - 9PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 84.8708%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_l"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""9PM - 10PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 72.0125%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_m"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""10PM - 11PM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 56.0886%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_n"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""11PM - 12AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 39.6253%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_o"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""12AM - 1AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 23.5311%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_p"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""1AM - 2AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 15.5549%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_q"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""2AM - 3AM""></span></div></li><li class=""_5x_l""><div class=""_5x_m"" style=""height: 13.7667%;""><span backgroundcolor=""#272727"" borderradius=""2"" id=""js_r"" margin=""10"" padding=""5"" position=""above"" textcolor=""white"" tooltip=""3AM - 4AM""></span></div></li></ul><ul class=""_2pic uiList _4ki _509-""><li class=""_5y0l"">6AM</li><li class=""_5y0l"">9AM</li><li class=""_5y0l"">12PM</li><li class=""_5y0l"">3PM</li><li class=""_5y0l"">6PM</li><li class=""_5y0l"">9PM</li><li class=""_5y0l"">12AM</li><li class=""_5y0l"">3AM</li></ul></div></div><!-- react-mount-point-unstable --></div></div></div>",24442,23983,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=147706845295046&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,0,True,2011-04-14 00:00:00
"Rua Carneiro Lobo, 19","1,0",Clínica de Fisioterapia,,,Clínica de Fisioterapia Curitiba Ltda,4,,,,,,,,,,,,,,,,,,,,,,,,
"R. José Sabóia Cortês, 239","4,7",Clínica de Fisioterapia,,http://www.centrorpg.com.br/,Centro RPG Curitiba,5,False,True,https://www.facebook.com/centrorpg?ref=ts&fref=ts,,,,,,,,,,,,Centro RPG Curitiba,@centrorpg,231,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">Sobre<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/centrorpg/about/"">Ver tudo</a></span><div class=""_3s3-""></div></div><div><div class=""_5bl1 _4nq9""><a ajaxify=""/places/map/?id=252052084903629&amp;zoom=15"" href=""#"" rel=""dialog"" role=""button""><div aria-label=""Anexo de mapa"" class=""_4j7v _5bld""><img alt="""" class=""_a3f img"" height=""98"" src=""https://external.fbfh1-1.fna.fbcdn.net/static_map.php?v=1021&amp;osm_provider=2&amp;size=306x98&amp;zoom=15&amp;markers=-25.44120815%2C-49.28516411&amp;language=pt_BR"" width=""306""/><span id=""u_0_o""><div class=""uiPopover _6a _6b""><a aria-haspopup=""menu"" class=""_6vtv _64tw _p"" href=""#"" role=""button""><div class=""_6vtw""><i alt="""" aria-label=""Ver informações do mapa"" class=""img sp_fGmlgcv6HUN sx_bacd54""></i></div></a></div></span></div></a></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/vfXKA62x4Da.png""/></div><div class=""_4bl9""><div class=""_2wzd"">1230  Avenida do Batel (1,68 km)<br/> 80420-090 Curitiba</div><div id=""u_0_p""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fshare.here.com%2Fr%2Fmylocation%2Fe-eyJuYW1lIjoiQ2VudHJvIFJQRyBDdXJpdGliYSIsImFkZHJlc3MiOiIxMjMwICBBdmVuaWRhIGRvIEJhdGVsLCBDdXJpdGliYSIsImxhdGl0dWRlIjotMjUuNDQxMjA4MTUxMTY1LCJsb25naXR1ZGUiOi00OS4yODUxNjQxMTIzODEsInByb3ZpZGVyTmFtZSI6ImZhY2Vib29rIiwicHJvdmlkZXJJZCI6MjUyMDUyMDg0OTAzNjI5fQ%3D%3D%3Flink%3Daddresses%26fb_locale%3Dpt_BR%26ref%3Dfacebook&amp;h=AT3U8DNBXVPWAkphxDL3wjEZ2JELdLjHsSdijb1QKs56TavHGhfpXB8245vU-tzeAKSqYmyNeEyptVd-VUG7G05AXoEeRBXhXA1EW_DkaH5su_-kingu0GQBvryYFZ3jE3pDJjQ3fE2G4g"" rel=""noopener nofollow"" target=""_blank"">Como chegar</a></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 3224-5226</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/SSEf0jMMMxV.png""/></div><div class=""_4bl9""><div></div><div class=""_3ln4""><a href=""#"" id=""u_0_q"" rel=""dialog"" role=""button"">Contact Centro RPG Curitiba on Messenger</a></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_r""><div id=""u_0_s""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.centrorpg.com.br%2F&amp;h=AT0OIizGDkMn_aKCIlbSMs0Hlp7ik9mo2z8Kvt-oIaFP2y0LG0d5JMt6LCenEXJhbQl_ACxkmOc3l52ocPTmLcbH-ieF-2mgcBCvx14lhrp-LSxGgWjPogceiesv-46DSUJK95L9r99pMg"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.centrorpg.com.br%2F&amp;h=AT32KifSIkcpN-kgxBWBlfFQMsCV55caDtoBUMDNAKlY636lXg5evVzUU7N_KurOpL9sT-iZY-o17SKzUMJudTAgI0on19X5chW3DgeHwfhNccUca5bdPlb-A8Xo45g1yvLo3exp1TLiF7w3"" rel=""noopener nofollow"" target=""_blank"">www.centrorpg.com.br</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FMedicina%2Be%2Bsa%25C3%25BAde%2Fkeywords_pages&amp;ref=page_about_category&amp;f=Abp9Iw2Ti5izDrhPdMNiL4AyIcroyRdU1s8HF9vSZo4frTeXdnCimuLzsu-v526SOJbaknH2XRwYvsxbQDP95qy1yAisopQOjicpRoyeJJgru23N8KPb_tE5BTL2kXhULLU"">Medicina e saúde</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Horário: 08:00 às 20:00</div><div><span class=""_14-3"">Aberto agora</span></div></div></div></div></div>",2951,2963,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=252052084903629&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,0,,2012-06-19 00:00:00
"R. Pref. Ângelo Ferrário Lopes, 210 - Sala 2","5,0",Clínica da saúde da mulher,,http://www.podologiacuritiba.com.br/,Podologia em Curitiba,6,False,False,,,,,,,,,,,,,,,,,,,,,,
