address,classification,details,fone,link,name,position,link_problem,has_instagram,has_facebook,facebook_link,instagram_link
"R. Frederico Augusto Luiz Tieme, 116","5,0",Assessoria contábil, (47) 3348-0017 · ,,MCG Serviços Contábeis,110,,,,,
"Av. Carlos Drummond de Andrade, nº 430 - apto 102",,Escritório de contabilidade, (47) 99179-3961 · ,http://rednavcontabil.com.br/,Rednav Assessoria Contábil,113,,False,False,,
"Av. Cel. Marcos Konder, nº 805 - Sala 702",,Escritório de contabilidade, (27) 3025-9292 · ,https://www.controltax.com.br/,ControlTax Contábil,114,True,,,,
"R. Estefano José Vanolli, 358","5,0",Escritório da empresa, (47) 3083-6001 · ,,Essencial Contabilidade,115,,,,,
"R. José Siqueira, n. 62",,Escritório de contabilidade, (47) 3349-0572 · ,http://www.karpasolucoes.com.br/,Karpa Soluções Condominiais,116,,False,False,,
"R. Francisco de Paula Seara, 544","5,0",Assessoria contábil, (47) 3349-2268 · ,,Lapa Contabilidade e Assessoria,117,,,,,
"R. Zózimo José Peixoto, 80 - sala 03","5,0",Assessoria contábil, (47) 3248-1561 · ,http://www.cienciaempresarial.com.br/,"Ciência Empresarial - Consultoria, Contabilidade e Educação Empresarial",118,True,,,,
,"5,0",Assessoria contábil, (47) 3241-2638 · ,,A.S ASSESSORIA CONTABIL,119,,,,,
"R. Juvenal García, 313","5,0",Assessoria contábil, (47) 3349-6112 · ,http://www.liberocontabilidade.com.br/,Líbero Contabilidade Ltda.,223,,False,True,https://facebook.com/,
"R. Lauro Muller, 400 - 1° andar, sala 02","5,0",Assessoria contábil, (47) 3348-1865 · ,http://www.zkfcontabilidade.com.br/,ZKF Organizações Contábeis,226,,True,True,https://www.facebook.com/zkf.contabilidade,https://www.instagram.com/zkf_contabilidade/?hl=pt-br
"R. Abel Adriano da Silva, 480","5,0",Assessoria contábil, (47) 3349-2323 · ,http://www.kyrioscontabilidade.com.br/,Kyrios Contabilidade,227,True,,,,
"R. Samuel Heusi, 178","5,0",Assessoria contábil, (47) 99969-0200 · ,http://www.osvaldobalduino.com.br/contato/,contabilidade osvaldo balduino ltda,228,,False,True,https://www.facebook.com/osvaldobalduino,
"R. 13 de Maio, 54","5,0",Assessoria contábil, (47) 3348-0816 · ,https://www.dadimarcontabilidade.com.br/,Dadimar Contabilidade,229,True,,,,
"R. Lauro Muller, 683",,Assessoria contábil, (47) 3348-4101 · ,,Assessoria Contábil e Empresarial Savant Ltda.,231,,,,,
"R. Anita Garibaldi, 257","4,7",Assessoria contábil, (47) 3348-6810 · ,,Contabilidade Rossi,232,,,,,
"R. Estefano José Vanolli, 1270",,Assessoria contábil, (47) 3248-0443 · ,,Melo Contabilidade,233,,,,,
"R. Antero Chaves, 148","5,0",Assessoria contábil, (47) 3348-1997 · ,http://www.progestor.cnt.br/,PRÓ-GESTOR Contabilidade Consultiva - Itajaí,234,,False,True,http://www.facebook.com/WixPortugues,
"Edifício Executive Center - Rua Gil Stein Ferreira, n° 357 Sala 601, 6° andar","5,0",Assessoria contábil, (47) 3046-3888 · ,,JDemarch Serviços Contábeis,235,,,,,
"Rua Gustavo Bernedt, 524 - s102","5,0",Assessoria contábil, (47) 3246-5695 · ,https://sinergiacontabilidade.com.br/home,Sinergia Serviços Contábeis e Assessoria Ltda,236,,False,True,https://www.facebook.com/Sinergia2002/?modal=admin_todo_tour,
"R. Domingos José Cabral, 397","5,0",Assessoria contábil, (47) 3348-2098 · ,http://www.junkescontabilidade.com/,JUNKES CONTABILIDADE E CONSULTORIA,237,True,,,,
"R. Dr. Pedro Ferreira, 155",,Assessoria contábil, (47) 3348-1471 · ,http://www.soteccontabil.com.br/,Sotec Serviços Contábeis Eireli - ME,238,True,,,,
"Av. Min. Victor Konder, 530","5,0",Assessoria contábil, (47) 3348-4010 · ,http://www.tupa.cnt.br/,Assessoria Contábil Tupã LTDA.,239,True,,,,
"R. Pedro Verissimo de Campos, 470","5,0",Perito em contabilidade, (47) 3319-8634 · ,http://www.expressocontabil.com.br/,Expresso Contabilidade,240,True,,,,
"nº Sala 101, R. Lauro Muller, 237",,Assessoria contábil, (47) 3348-6536 · ,,Artmann Contabilidade,241,,,,,
"Av. Nereu Liberato Nunes, 525",,Assessoria contábil, (47) 3011-5100 · ,,Contabilidade Duarte,242,,,,,
"Av. do Estado, 1771 - 18","5,0",Escritório de contabilidade, (47) 3311-2116 · ,http://inovacaocontabil.wixsite.com/inovaconti,Inovação Contabilidade,289,,False,True,http://www.facebook.com/inovacaocont,
"Travessa, R. Reinaldo de Brito, 53","4,3",Assessoria contábil, (47) 3348-1570 · ,http://cesarerodrigues.com.br/,Cesar Rodrigues Contabilidade,290,,False,True,,
"R. Pedro Pereira Mafra, 53","5,0",Assessoria contábil, (47) 3045-1477 · ,https://www.hzcontabilidade.com.br/,HZ Assessoria Contábil e Condominial,291,True,,,,
"R. Alberto Werner, 201","5,0",Assessoria contábil, (47) 3348-4951 · ,http://www.acpcontabilidade.com.br/,ACP Assessoria Contabil Perão,292,,False,True,https://www.facebook.com/ACPAssessoriaContabil/,
