address,details,fone,link,name,has_instagram,has_facebook,facebook_link,instagram_link,link_problem,instagram_link_problem,instagram_bio_text,instagram_bio_link,instagram_username,facebook_link_problem,about_content,facebook_page_user,library_ads_url,ads_page_problem,facebook_page_name,facebook_likes,facebook_followers,check-ins,active_ads,created_in,instagram_posts_links,instagram_page_name,instagram_posts,instagram_followers,instagram_following
"Ao lado da Caixa Econ - Rua Alberico Flores Bueno, 514",Imobiliária,(41) 3077-4050,http://imobiliariafollador.com.br/,Imobiliária Follador,False,True,http://www.facebook.com/imobiliariafollador,,,,,,,True,None,,,,,,,,,,,,,,
