address,classification,details,fone,link,name,position,link_problem,has_instagram,has_facebook,facebook_link,instagram_link
"Rua Vereador Angelino Lopes Jr, Nº 170","4,4",Centro de saúde e beleza, (47) 99662-3539 · ,https://nelciduarte.com.br/,Nelci Duarte Esticista,73,,False,False,,
"Av. Osvaldo Reis, 3281/ 609","5,0",Policlínica, (47) 99111-5545 · ,http://drakarinepelissari.com.br/,Clínica Pelissari,74,True,,,,
"Av. Sete de Setembro, 235","5,0",Clínica odontológica, (47) 3045-1259 · ,,B F Clínica de Ortodontia,75,,,,,
"odontologic odontologia integrada - R. Antônio Cirílo Dutra, 104 - sala 2","5,0",Cirurgião dentista, (47) 99619-1470 · ,http://www.facebook.com/odontologicitajai-2217582901811960/,Odontologic odontologia e estética orofacial,77,,True,True,https://web.facebook.com/help/cookies?ref_type=sitefooter,
"R. Samuel Heusi, 340 - sala 07","5,0",Centro de saúde e beleza, (47) 99624-8888 · ,,Tríade Estética Corporal e Facial,78,,,,,
"Rua João Gaya, 173","5,0",Centro de saúde e beleza, (47) 99653-9293 · ,,Ju Pamplona Estética,79,,,,,
"Av. do Estado, 2425","3,0",Centro de saúde e beleza, (47) 99960-0317 · ,,Simetria - Clinica de Estética Balneário Camboriu BC,80,,,,,
"R. Dr. Reinaldo Schmithausen, 1178","1,0",Cirurgião dentista, (47) 3349-3892 · ,http://www.drglaubermathias.com.br/,Centro Odontológico Reabilitação e Estética Bucal,81,True,,,,
"Centro Empresarial Embraed - Av. Cel. Marcos Konder, 1207 - Sala 84 / 86/ 87","4,5",Clínica de cirurgia plástica, (47) 3349-1814 · ,http://www.andyern.com.br/,Clinica Andy Ern Cirurgia Plástica,82,,True,True,https://www.facebook.com/clinicaandyern,https://www.instagram.com/andyern
"Rua Uruguai 277, Centro Itaja/SC Rua Lages 14, Centro, Joinville","3,9",Clínica especializada, (47) 3349-9075 · ,http://www.clinicavitalite.com.br/,Clínica Vitalité - Prevenção | Saúde,83,,True,True,https://www.facebook.com/pg/cursodedelineamentodesobrancelha/about/?ref=page_internal,https://www.instagram.com/clinicamedicavitalite/
R. Irlanda do Norte,"5,0",Clínica de cirurgia plástica, (47) 98812-2432 · ,,Juliana Estética,85,,,,,
"LGN Business Center - R. Samuel Heusi, 178 - sala 504","4,6",Salão de Beleza, (47) 99968-0730 · ,https://www.instagram.com/candidodaniela/?hl=pt-br,Estética Daniela Cândido,86,,True,False,,
"Av. Osvaldo Reis, 3281 - 1503","5,0",Cirurgião plástico, (47) 99293-4020 · ,http://www.guilhermeschmitt.com.br/,Clínica Médica Dr. Guilherme Schmitt (Praia Brava),87,,True,True,https://www.facebook.com/guigflam/,https://www.instagram.com/minasbanheiras/?hl=pt?
3ª Avenida,"5,0",Serviço de depilação a laser, (47) 3366-6394 · ,,Esculpir Clinica de Estética e Spá,88,,,,,
"Rua 3050, nº 118 - Ed. San Carlo Residencial Centro","5,0",Centro médico, (47) 3360-8989 · ,/aclk?sa=l&ai=DChcSEwiC9pCI3dnrAhURCZEKHTfpDLwYABABGgJjZQ&sig=AOD64_2ASaliHANRSep_wH__uHnye8w2sQ&adurl&q&ctype=99,San Carlo Centro de Saúde,90,True,,,,
"Centro Emp. Embraed - Av. Cel. Marcos Konder, 1207 - Sala 116","4,9",Médico, (47) 3011-8181 · ,http://www.clinicamedvita.com.br/,Clínica Medvita Itajaí,97,True,,,,
"Ed. Melissa - R. 2500, 293 - sala 01","5,0",Clínica especializada, (47) 99988-4989 · ,http://finalita.com.br/,Clínica Estética Finalità,98,True,,,,
"R. 500, 600","5,0",Clínica de cirurgia plástica, (47) 3366-3832 · ,http://clinicaperfekta.com.br/,Estética Perfekta,100,,True,True,https://www.facebook.com/Clinica.Perfekta,https://www.instagram.com/Clinica.Perfekta
,"5,0",Clínica de dermatologia, (47) 99653-9293 · ,https://linha-da-vida-estetica.ueniweb.com/?utm_campaign=gmb,Linha da Vida - Estética,101,,False,True,https://www.facebook.com/share.php?u=https://linha-da-vida-estetica.ueniweb.com&title=Linha%20da%20Vida%20-%20Est%C3%A9tica,
"Rua Manoel Izidro, 448","3,0",Clínica odontológica, (47) 2125-2130 · ,,Oral Harmony - Centro de implantes e estética odontológica,102,,,,,
"R. 1822, 364","4,9",Centro de saúde e beleza, (47) 3360-8225 · ,https://www.labeauteestetica.com.br/,La Beauté Clínica de Estética e Cosmetologia Avançada - Balneário Camboriú,103,,False,True,,
"R. Manoel Moreira Maia, N 67","4,9",Salão de Beleza, (47) 98454-8525 · ,https://instagram.com/winedinizestetica?utm_source=ig_profile_share&igshid=erm6owxpqwps,Estética Wine Diniz,104,,True,False,,
"Rua 2448, 398","4,8",Clínica de cirurgia plástica, (47) 3367-4390 · ,,Nova Forma Estética & SPA,105,,,,,
"R. 620, 674","5,0",Clínica especializada, (47) 3264-8699 · ,http://www.essencialeestetica.com.br/,Essenciale Estética,106,,True,False,,https://www.instagram.com/essenciale/
"Rua 1500, 1352 - Sala 01","5,0",Clínica de cirurgia plástica, (47) 98471-3174 · ,,Estética Corpo e Alma Mais Você,107,,,,,
"Rua 2870, 168","5,0",Clínica de cirurgia plástica, (47) 99968-0730 · ,http://www.esteticaserafina.com.br/,ESTÉTICA SERAFINA BALNÉARIO CAMBORIÚ,108,,False,True,http://www.facebook.com/pages/Serafina-Est%C3%A9tica-Especializada-Oficial/169085866448506,
"R. 2350, 353","5,0",Clínica de cirurgia plástica, (47) 3366-6241 · ,,Ponto da Estética,109,,,,,
"R. 1800, 97","3,0",Clínica de cirurgia plástica, (47) 3366-6272 · ,,Sionara Estética,110,,,,,
"R. Alm. Barroso, 174","5,0",Clínica de Fisioterapia, (47) 3346-2051 · ,,Zac Fisioterapia Dermato Funcional,112,,,,,
"R. Isidoro Caetano, 190","4,6",Clínica odontológica, (47) 3363-6066 · ,http://www.medcal.com.br/,"MedCal Unidade 2: Odontologia, Estética e Vacinas",113,,True,True,https://www.facebook.com/medcalclinica,https://www.instagram.com/medcalclinica/
Rua 1.201 N° 360 Centro,"5,0",Clínica especializada, (47) 99284-5034 · ,https://www.instagram.com/clinicaprincilaandreatta,Princila Andreatta Clínica Estética,114,,True,False,,
"Centro Empresarial Embraed, Av. Cel. Marcos Konder, 1207 - Sala 122","4,6",Cirurgião plástico, (47) 3045-3322 · ,http://cirurgiaplasticasc.com/,MARCOS PIVA – CIRURGIA PLÁSTICA,115,,True,True,http://www.facebook.com/marcospiva.cirurgiaplastica,https://www.instagram.com/marcos_piva_cir_plastica_/
"Av. Joca Brandão, 265","5,0",Médico, (47) 99602-2888 · ,https://clincaresaude.com.br/,Clincare | Clínica Médica,117,,True,True,https://www.facebook.com/clinicaclincare/,https://instagram.com/clinicaclincareitajai
"R. Laguna, 85","5,0",Clínica de cirurgia plástica, (47) 3348-4388 · ,https://clinicadrenio.com.br/,Clínica Dr. Enio Zimmermann,123,,False,False,,
"R. Fiuza Lima, 387","3,0",Escola técnica, (47) 3349-1363 · ,http://institutofisiomar.com.br/,Instituto Fisiomar,125,,True,True,http://www.facebook.com/eucurto.institutofisiomar,http://instagram.com/institutofisiomar
"R. Protásio B. Caetano, 56","3,0",Clínica odontológica, (47) 3367-4898 · ,http://www.ananiehues.com.br/,Ortodontia e Estética do Sorriso Ana Niehues,126,,True,True,https://www.facebook.com/ananiehuesortodontia/?ref=br_rs,https://www.instagram.com/clinicaananiehues/
